6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
6,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,6,6,
6,6,14,0,0,0,0,0,0,0,0,0,15,20,17,0,0,10,6,6,
6,6,14,0,5,0,18,0,0,5,5,0,0,0,0,5,0,10,6,6,
6,6,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,6,6,
6,6,14,0,19,0,0,0,0,0,0,0,0,0,18,0,19,10,6,6,
6,6,14,0,0,0,0,5,0,19,0,0,5,0,0,0,0,10,6,6,
6,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,6,
6,6,14,0,5,0,0,0,0,0,0,18,0,0,0,5,0,10,6,6,
6,6,14,0,5,0,0,18,0,0,0,0,0,0,0,5,0,10,6,6,
6,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,6,
6,6,14,0,0,0,0,5,0,0,0,0,5,0,0,0,0,10,6,6,
6,6,14,0,19,0,0,0,0,0,0,0,0,0,0,19,0,10,6,6,
6,6,14,0,0,0,0,0,0,0,0,18,0,0,0,0,0,10,6,6,
6,6,14,0,5,0,18,0,0,5,5,0,0,0,0,5,0,10,6,6,
6,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,6,
6,6,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,6,6,
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
