26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,
26,26,26,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,26,26,26,
26,26,26,6,0,0,31,0,0,0,27,0,0,0,0,0,0,0,0,0,7,26,26,26,
26,26,26,6,0,0,0,0,0,0,0,0,0,25,0,0,0,0,30,0,7,26,26,26,
26,26,26,6,0,0,0,22,0,0,0,22,0,24,0,0,22,0,0,0,7,26,26,26,
26,26,26,6,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,7,26,26,26,
26,26,26,6,0,0,30,0,0,0,0,0,0,23,0,0,0,0,0,0,7,26,26,26,
26,26,26,6,0,0,0,0,0,25,0,22,0,0,0,0,0,0,0,0,7,26,26,26,
26,26,26,6,0,22,0,0,0,24,0,0,0,0,0,0,0,22,0,0,7,26,26,26,
26,26,26,6,0,27,0,0,0,24,0,0,0,0,0,0,0,0,0,0,7,26,26,26,
26,26,26,6,0,0,0,0,14,12,12,12,12,12,13,0,0,0,0,0,7,26,26,26,
26,26,26,6,0,0,0,0,15,11,11,11,11,11,16,0,25,1,0,0,7,26,26,26,
26,26,26,6,0,0,0,0,15,11,11,11,11,11,16,0,24,0,0,0,7,26,26,26,
26,26,26,6,0,0,0,0,15,11,11,11,11,11,16,0,24,0,0,0,7,26,26,26,
26,26,26,6,0,0,0,22,18,19,19,19,19,19,17,0,24,22,0,0,7,26,26,26,
26,26,26,6,0,0,0,0,0,24,0,28,0,0,0,0,24,27,0,0,7,26,26,26,
26,26,26,6,0,0,0,0,0,24,0,0,0,0,22,0,24,0,0,0,7,26,26,26,
26,26,26,6,0,0,30,0,0,23,0,0,0,0,29,0,23,0,0,0,7,26,26,26,
26,26,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,26,26,
26,26,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,26,26,
26,26,26,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,26,26,26,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
